# Two phase properties from ecore
#
#Sw    Krw    Kro    J
0.26338095	1.57823E-09	0.999831094	2
0.27742845	1.6586E-05	      0.971007598	0.245455334
0.29147595	8.43447E-05	0.928112108	0.180264752
0.30552345	0.000221619	0.87745328	     0.145552955
0.31957095	0.000443391	0.821737495	0.12221575
0.33361845	0.000763705	0.762946932	0.104724411
0.34766595	0.001196441	0.702710594	0.090746548
0.36171345	0.001755702	0.642397054	0.079088625
0.37576095	0.002456063	0.583140522	0.069061506
0.38980845	0.003312754	0.525851712	0.06023252
0.40385595	0.004341825	0.471229415	0.052312581
0.41790345	0.005560283	0.419777141	0.045098914
0.43195095	0.006986241	0.371824785	0.038443526
0.44599845	0.008639063	0.327553575	0.032234702
0.46004595	0.01053952	      0.287022218	0.026385565
0.47409345	0.012709968	0.250192386	0.020826677
0.48814095	0.015174539	0.216952187	0.015501073
0.50218845	0.017959362	0.18713679  	0.010360789
0.51623595	0.021092821	0.160545839	0.005364365
0.53028345	0.024605854	0.13695763	      0.000474959
0.54433095	0.028532311	0.11614027  	-0.004341138
0.55837845	0.032909382	0.097860161	-0.009115726
0.57242595	0.037778119	0.081888204	-0.01387979
0.58647345	0.043184084	0.06800414	      -0.018664548
0.60052095	0.049178154	0.0559994	      -0.023502527
0.61456845	0.055817553	0.045678799	-0.028428783
0.62861595	0.063167165	0.036861358	-0.033482359
0.64266345	0.07130128	     0.029380479 	-0.038708164
0.65671095	0.080305901	0.023083673	-0.044159495
0.67075845	0.090281911	0.01783196	      -0.049901599
0.68480595	0.10134948	      0.013499075	-0.056016916
0.69885345	0.113654385	0.00997054	     -0.062613118
0.71290095	0.127377368	0.007142667	-0.069836043
0.72694845	0.142748527	0.004921526	-0.077891629
0.74099595	0.160070501	0.003221892	-0.087085603
0.75504345	0.179758168	0.001966173	-0.097901437
0.76909095	0.202412227	0.001083289	-0.111171038
0.78313845	0.228971736	0.000507419	-0.128510511
0.79718595	0.261089467	0.000176435	-0.153732708
0.81123345	0.302391384	2.94031E-05	-0.200025411
0.8244381	0.364043944	9.59513E-09	-0.484145847
